id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68356747,,20400.0,20400.0,20400.0, 60 months,18.49,523.48,D,D5,Pilot,2 years,MORTGAGE,75000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356747,,credit_card,Credit card refinancing,725xx,AR,38.65,2.0,Sep-1983,725.0,729.0,0.0,13.0,,22.0,0.0,24345.0,42.6,49.0,w,0.0,0.0,23166.25,23166.25,20400.0,2766.25,0.0,0.0,0.0,Oct-2016,18930.43,,Mar-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,210761.0,2.0,3.0,1.0,1.0,7.0,42009.0,65.0,2.0,5.0,11037.0,53.0,57200.0,0.0,8.0,1.0,6.0,11093.0,21529.0,46.0,0.0,0.0,147.0,387.0,2.0,2.0,3.0,3.0,21.0,4.0,21.0,0.0,3.0,5.0,10.0,17.0,11.0,17.0,34.0,5.0,22.0,0.0,0.0,0.0,3.0,95.9,22.2,0.0,0.0,310057.0,67311.0,39900.0,90892.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68192805,,8000.0,8000.0,8000.0, 36 months,17.97,289.1,D,D4,,,MORTGAGE,33130.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68192805,,debt_consolidation,Debt consolidation,711xx,LA,11.52,1.0,May-1994,665.0,669.0,1.0,16.0,,18.0,0.0,7610.0,27.4,26.0,w,0.0,0.0,4060.86,4060.86,2207.57,1241.66,0.0,611.63,110.0934,Jan-2017,289.1,,Jun-2017,514.0,510.0,0.0,46.0,1.0,Individual,,,,0.0,1082.0,207921.0,2.0,0.0,0.0,0.0,59.0,0.0,,4.0,5.0,2725.0,27.0,27800.0,1.0,1.0,3.0,5.0,12995.0,4275.0,38.9,0.0,0.0,103.0,259.0,0.0,0.0,1.0,26.0,44.0,0.0,16.0,1.0,1.0,7.0,3.0,6.0,3.0,17.0,22.0,7.0,18.0,0.0,0.0,0.0,4.0,92.3,0.0,0.0,0.0,249754.0,7610.0,7000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68426783,,16000.0,16000.0,16000.0, 36 months,10.78,522.16,B,B4,Veterinarian,3 years,RENT,87500.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426783,,debt_consolidation,Debt consolidation,604xx,IL,13.74,0.0,Jan-2008,695.0,699.0,0.0,,,13.0,0.0,21151.0,83.9,17.0,w,0.0,0.0,18706.171486984,18706.17,16000.0,2706.17,0.0,0.0,0.0,Aug-2018,3065.33,,Mar-2019,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,31768.0,0.0,2.0,1.0,2.0,12.0,10617.0,37.0,1.0,1.0,6692.0,59.0,25200.0,1.0,0.0,1.0,3.0,2647.0,610.0,96.7,0.0,0.0,43.0,95.0,12.0,12.0,0.0,12.0,,12.0,,0.0,6.0,8.0,6.0,8.0,3.0,11.0,14.0,8.0,13.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,54200.0,31768.0,18500.0,29000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68376848,,18000.0,18000.0,18000.0, 36 months,7.91,563.31,A,A5,Mechanic,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376848,,debt_consolidation,Debt consolidation,172xx,PA,15.56,0.0,Nov-2002,740.0,744.0,0.0,,,5.0,0.0,20724.0,82.6,6.0,w,0.0,0.0,13499.66,13499.66,11521.3,1978.36,0.0,0.0,0.0,Jan-2018,563.31,,Mar-2019,514.0,510.0,0.0,,1.0,Individual,,,,0.0,70.0,84064.0,0.0,0.0,0.0,1.0,18.0,12162.0,68.0,0.0,2.0,12840.0,76.0,25100.0,1.0,0.0,0.0,3.0,16813.0,4376.0,82.6,0.0,0.0,18.0,157.0,23.0,18.0,1.0,23.0,,18.0,,0.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,125210.0,32886.0,25100.0,17981.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68537213,,35000.0,35000.0,35000.0, 36 months,9.17,1115.77,B,B2,Director,1 year,RENT,105000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537213,,debt_consolidation,Debt consolidation,322xx,FL,25.07,0.0,Jun-1995,690.0,694.0,0.0,,,11.0,0.0,92939.0,85.0,26.0,w,0.0,0.0,37242.44,37242.44,35000.0,2242.44,0.0,0.0,0.0,Oct-2016,28360.86,,Oct-2016,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,103869.0,0.0,1.0,0.0,0.0,29.0,10930.0,63.0,0.0,1.0,25471.0,82.0,109300.0,0.0,0.0,0.0,1.0,10387.0,15361.0,85.8,0.0,0.0,128.0,246.0,17.0,17.0,1.0,17.0,,17.0,,0.0,8.0,8.0,8.0,11.0,3.0,10.0,22.0,8.0,11.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,126649.0,103869.0,108300.0,17349.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68393340,,13150.0,13150.0,13150.0, 36 months,5.32,396.01,A,A1,Paraprofessional ,1 year,RENT,40000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68393340,,major_purchase,Major purchase,770xx,TX,20.25,0.0,May-2001,765.0,769.0,0.0,,,13.0,0.0,11221.0,20.1,17.0,w,0.0,0.0,14233.381267333001,14233.38,13150.0,1083.38,0.0,0.0,0.0,Sep-2018,1966.79,,Sep-2018,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,29071.0,1.0,5.0,0.0,1.0,15.0,17850.0,64.0,1.0,1.0,2558.0,35.0,55800.0,0.0,1.0,0.0,2.0,2236.0,43081.0,16.8,0.0,0.0,36.0,175.0,1.0,1.0,0.0,36.0,,,,0.0,6.0,7.0,6.0,9.0,5.0,8.0,12.0,7.0,13.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,83916.0,29071.0,51800.0,28116.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68486949,,5600.0,5600.0,5600.0, 36 months,9.17,178.53,B,B2,Business Coordinator III,8 years,RENT,48000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68486949,,credit_card,Credit card refinancing,751xx,TX,19.85,0.0,Jul-1995,660.0,664.0,0.0,26.0,,8.0,0.0,12503.0,64.8,68.0,w,0.0,0.0,6067.3937075983995,6067.39,5600.0,467.39,0.0,0.0,0.0,Feb-2017,3930.74,,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,21160.0,0.0,1.0,0.0,6.0,13.0,8657.0,72.0,1.0,2.0,8479.0,68.0,19300.0,0.0,0.0,0.0,8.0,2645.0,5467.0,67.1,0.0,0.0,122.0,245.0,12.0,12.0,1.0,12.0,26.0,,26.0,0.0,5.0,6.0,5.0,6.0,59.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,1.0,95.5,40.0,0.0,0.0,31300.0,21160.0,16600.0,12000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68341730,,23000.0,23000.0,23000.0, 36 months,9.8,739.99,B,B3,Feeder Driver,9 years,MORTGAGE,90247.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341730,,credit_card,,230xx,VA,17.09,0.0,May-2000,680.0,684.0,0.0,37.0,,11.0,0.0,21039.0,41.3,25.0,w,0.0,0.0,26429.036435322203,26429.04,23000.0,3429.04,0.0,0.0,0.0,Apr-2018,7176.79,,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,186007.0,3.0,1.0,1.0,2.0,7.0,21499.0,86.0,4.0,4.0,9895.0,56.0,51000.0,0.0,0.0,2.0,6.0,16910.0,344.0,97.7,0.0,0.0,124.0,187.0,5.0,5.0,2.0,5.0,37.0,5.0,37.0,0.0,3.0,6.0,3.0,9.0,8.0,9.0,15.0,6.0,11.0,0.0,0.0,0.0,5.0,84.0,100.0,0.0,0.0,234163.0,42538.0,14800.0,25000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66405419,,12600.0,12600.0,12600.0, 60 months,14.85,298.77,C,C5,VP of Operations,1 year,MORTGAGE,175000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66405419,,credit_card,Debt consolidation,206xx,MD,11.75,0.0,Aug-1989,690.0,694.0,0.0,,81.0,14.0,1.0,16659.0,47.5,25.0,w,0.0,0.0,13031.39,13031.39,12600.0,431.39,0.0,0.0,0.0,Mar-2016,12758.61,,Sep-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,112859.0,2.0,4.0,2.0,4.0,6.0,96200.0,85.0,2.0,4.0,4651.0,76.0,35100.0,0.0,0.0,0.0,8.0,8061.0,12941.0,56.3,0.0,0.0,89.0,316.0,2.0,2.0,4.0,2.0,,23.0,,0.0,6.0,6.0,7.0,7.0,6.0,10.0,15.0,6.0,14.0,0.0,0.0,0.0,4.0,100.0,42.9,1.0,0.0,148478.0,112859.0,29600.0,113378.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68407153,,11000.0,11000.0,11000.0, 36 months,16.59,389.94,D,D2,Teacher,8 years,MORTGAGE,55000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407153,,debt_consolidation,Debt consolidation,606xx,IL,16.85,0.0,Oct-2000,735.0,739.0,0.0,,,6.0,0.0,5739.0,61.1,14.0,w,0.0,0.0,13579.4638809341,13579.46,11000.0,2579.46,0.0,0.0,0.0,Dec-2017,4826.13,,Mar-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,260988.0,2.0,2.0,2.0,2.0,4.0,46985.0,99.0,0.0,1.0,5035.0,91.0,9400.0,1.0,1.0,6.0,4.0,43498.0,3661.0,61.1,0.0,0.0,51.0,182.0,15.0,4.0,3.0,15.0,,4.0,,0.0,2.0,2.0,2.0,5.0,4.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,271533.0,52824.0,9400.0,47275.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67889874,,4000.0,4000.0,4000.0, 36 months,11.99,132.84,C,C1,Secreatary 1,3 years,RENT,41501.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67889874,,debt_consolidation,Debt consolidation,113xx,NY,12.9,0.0,Nov-2005,685.0,689.0,0.0,,,8.0,0.0,8485.0,36.3,12.0,w,0.0,0.0,4742.9995825486,4743.0,4000.0,743.0,0.0,0.0,0.0,Jun-2018,1030.14,,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,972.0,82347.0,3.0,2.0,0.0,0.0,121.0,73862.0,126.0,4.0,5.0,2799.0,82.0,23400.0,0.0,0.0,0.0,5.0,10293.0,14592.0,34.9,0.0,0.0,121.0,32.0,1.0,1.0,0.0,2.0,,15.0,,0.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,83833.0,82347.0,22400.0,60433.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68341663,,20000.0,20000.0,20000.0, 60 months,13.44,459.58,C,C3,Administrative Manager ,9 years,MORTGAGE,75000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341663,,debt_consolidation,,596xx,MT,20.67,0.0,Feb-2004,715.0,719.0,1.0,,,16.0,0.0,18818.0,48.8,54.0,w,8917.39,8917.39,17426.71,17426.71,11082.61,6344.1,0.0,0.0,0.0,Feb-2019,459.58,Apr-2019,Mar-2019,729.0,725.0,0.0,,1.0,Joint App,100000.0,16.4,Not Verified,0.0,0.0,300744.0,2.0,3.0,1.0,1.0,10.0,99376.0,67.0,3.0,4.0,6713.0,59.0,38600.0,1.0,7.0,3.0,5.0,18797.0,973.0,94.2,0.0,0.0,134.0,142.0,0.0,0.0,1.0,12.0,,0.0,,0.0,3.0,5.0,3.0,6.0,31.0,12.0,22.0,7.0,16.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,355426.0,118194.0,16700.0,115296.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547380,,20000.0,20000.0,20000.0, 36 months,11.48,659.33,B,B5,General Manager,5 years,RENT,60000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547380,,debt_consolidation,Debt consolidation,234xx,VA,22.62,0.0,Dec-2000,685.0,689.0,2.0,,,10.0,0.0,29929.0,61.5,20.0,w,0.0,0.0,23657.701474725698,23657.7,20000.0,3657.7,0.0,0.0,0.0,Sep-2018,3250.36,,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,39394.0,1.0,1.0,0.0,1.0,17.0,9465.0,63.0,2.0,2.0,13008.0,62.0,48700.0,0.0,0.0,3.0,3.0,3939.0,14271.0,67.7,0.0,0.0,17.0,180.0,4.0,4.0,0.0,4.0,,4.0,,0.0,5.0,5.0,7.0,13.0,1.0,9.0,19.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,28.6,0.0,0.0,63700.0,39394.0,44200.0,15000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68516174,,10000.0,10000.0,10000.0, 36 months,9.17,318.79,B,B2,analyst,10+ years,MORTGAGE,59307.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516174,,credit_card,Credit card refinancing,440xx,OH,32.7,1.0,Oct-1996,690.0,694.0,1.0,17.0,,17.0,0.0,24399.0,59.5,30.0,w,0.0,0.0,11502.497222394399,11502.5,10000.0,1502.5,0.0,0.0,0.0,Dec-2018,638.18,,Dec-2018,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,134518.0,2.0,3.0,1.0,2.0,4.0,18315.0,63.0,1.0,1.0,4960.0,61.0,41000.0,3.0,1.0,3.0,3.0,8407.0,4473.0,76.3,0.0,0.0,228.0,230.0,5.0,4.0,1.0,5.0,,4.0,17.0,0.0,4.0,10.0,4.0,11.0,7.0,13.0,22.0,11.0,17.0,0.0,0.0,0.0,2.0,93.3,75.0,0.0,0.0,197909.0,42714.0,18900.0,28935.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68436774,,18850.0,18850.0,18850.0, 36 months,21.48,714.83,E,E5,Social Worker,< 1 year,MORTGAGE,55000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436774,,debt_consolidation,Debt consolidation,894xx,NV,15.56,0.0,Jun-1997,700.0,704.0,2.0,38.0,,11.0,0.0,6069.0,38.4,26.0,f,0.0,0.0,4304.22,4304.22,2323.07,1909.67,71.48,0.0,0.0,Aug-2016,35.74,,Jul-2017,504.0,500.0,0.0,57.0,1.0,Individual,,,,0.0,0.0,236037.0,5.0,1.0,2.0,3.0,2.0,31456.0,99.0,3.0,6.0,2127.0,79.0,15800.0,2.0,1.0,10.0,11.0,21458.0,5030.0,30.1,0.0,0.0,222.0,100.0,4.0,2.0,8.0,29.0,,2.0,,0.0,2.0,4.0,2.0,4.0,5.0,9.0,13.0,4.0,11.0,0.0,0.0,0.0,7.0,96.2,0.0,0.0,0.0,247115.0,37525.0,7200.0,31815.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67327688,,21000.0,21000.0,21000.0, 60 months,11.99,467.03,C,C1,research scientist,10+ years,MORTGAGE,82000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67327688,,debt_consolidation,Debt consolidation,146xx,NY,15.07,0.0,Sep-1989,730.0,734.0,0.0,,,18.0,0.0,27092.0,35.0,34.0,w,0.0,0.0,22353.07,22353.07,21000.0,1353.07,0.0,0.0,0.0,Jul-2016,20052.89,,Aug-2018,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,129615.0,3.0,1.0,1.0,2.0,7.0,18450.0,92.0,5.0,11.0,7622.0,47.0,77300.0,0.0,3.0,1.0,13.0,7201.0,25465.0,23.3,0.0,0.0,122.0,315.0,1.0,1.0,2.0,1.0,,12.0,,0.0,2.0,11.0,5.0,11.0,7.0,16.0,25.0,11.0,18.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,213675.0,45542.0,33200.0,20000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547369,,10500.0,10500.0,10500.0, 36 months,8.49,331.42,B,B1,Strategic Account Manager,4 years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547369,,debt_consolidation,Debt consolidation,250xx,WV,15.39,1.0,May-1998,685.0,689.0,0.0,19.0,35.0,13.0,1.0,10760.0,62.6,19.0,w,0.0,0.0,11737.5013592962,11737.5,10500.0,1237.5,0.0,0.0,0.0,Dec-2017,4458.64,,Mar-2019,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,107112.0,2.0,4.0,0.0,0.0,38.0,10578.0,46.0,1.0,2.0,3415.0,53.0,17200.0,0.0,0.0,1.0,3.0,8926.0,3707.0,53.1,0.0,0.0,107.0,139.0,1.0,1.0,5.0,1.0,72.0,5.0,26.0,0.0,2.0,4.0,3.0,5.0,5.0,6.0,8.0,5.0,13.0,0.0,0.0,0.0,2.0,84.2,0.0,0.0,1.0,132044.0,21338.0,7900.0,23221.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466869,,4575.0,4575.0,4575.0, 36 months,17.27,163.73,D,D3,2nd pressman,5 years,RENT,56000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466869,,house,Home buying,080xx,NJ,10.03,1.0,May-2001,665.0,669.0,1.0,,,12.0,0.0,2380.0,27.0,17.0,w,0.0,0.0,1659.25,1659.25,1044.77,614.48,0.0,0.0,0.0,Nov-2016,163.73,,Sep-2017,529.0,525.0,0.0,22.0,1.0,Individual,,,,0.0,7233.0,2380.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,11.0,364.0,27.0,8900.0,0.0,1.0,2.0,11.0,198.0,400.0,71.0,0.0,0.0,28.0,175.0,5.0,5.0,1.0,12.0,,2.0,,0.0,3.0,12.0,5.0,5.0,1.0,12.0,15.0,8.0,12.0,,0.0,1.0,2.0,100.0,33.3,0.0,0.0,8900.0,2380.0,1200.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68496812,,5000.0,5000.0,5000.0, 36 months,11.48,164.84,B,B5,Direct Support Professional,1 year,RENT,17000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496812,,other,Other,031xx,NH,27.9,0.0,Aug-2011,690.0,694.0,1.0,,,8.0,0.0,6378.0,44.3,11.0,w,0.0,0.0,5852.441509866,5852.44,5000.0,852.44,0.0,0.0,0.0,Mar-2018,1739.41,,Mar-2018,634.0,630.0,0.0,,1.0,Individual,,,,0.0,0.0,55327.0,3.0,2.0,1.0,1.0,2.0,48949.0,99.0,2.0,3.0,64.0,68.0,14400.0,0.0,4.0,2.0,4.0,6916.0,2736.0,2.3,0.0,0.0,52.0,45.0,2.0,2.0,0.0,30.0,,4.0,,0.0,1.0,5.0,1.0,1.0,4.0,6.0,7.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,63456.0,55327.0,2800.0,49056.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68436907,,8000.0,8000.0,8000.0, 36 months,6.99,246.99,A,A3,,,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436907,,home_improvement,Home improvement,028xx,RI,15.15,0.0,Sep-2002,790.0,794.0,0.0,,,12.0,0.0,5890.0,23.7,26.0,f,0.0,0.0,8890.6603065945,8890.66,8000.0,890.66,0.0,0.0,0.0,Jan-2019,246.61,,Jan-2019,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,317061.0,0.0,1.0,1.0,2.0,8.0,101301.0,79.0,0.0,0.0,2696.0,54.0,24900.0,0.0,0.0,0.0,2.0,28824.0,7004.0,27.8,0.0,0.0,112.0,159.0,26.0,8.0,1.0,37.0,,,,0.0,1.0,3.0,3.0,12.0,8.0,8.0,17.0,3.0,12.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,357341.0,107191.0,9700.0,107711.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68496925,,5000.0,5000.0,5000.0, 36 months,11.99,166.05,C,C1,Dental Assistant,1 year,RENT,30000.0,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496925,,debt_consolidation,Debt consolidation,208xx,MD,9.16,0.0,Apr-2005,675.0,679.0,0.0,29.0,53.0,12.0,2.0,5426.0,28.3,15.0,w,0.0,0.0,5320.27,5320.27,4193.7,945.52,0.0,181.05,32.589,Aug-2018,166.05,,Mar-2019,564.0,560.0,0.0,67.0,1.0,Individual,,,,0.0,0.0,5426.0,0.0,0.0,0.0,0.0,,0.0,,2.0,8.0,1946.0,28.0,19200.0,0.0,0.0,2.0,8.0,493.0,464.0,84.5,0.0,0.0,,128.0,9.0,9.0,0.0,9.0,,9.0,29.0,1.0,3.0,7.0,4.0,5.0,0.0,12.0,15.0,7.0,12.0,0.0,0.0,0.0,2.0,86.7,33.3,0.0,0.0,19200.0,5426.0,3000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68476567,,9075.0,9075.0,9075.0, 36 months,5.32,273.3,A,A1,Advanced Analyst,10+ years,MORTGAGE,40000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476567,,credit_card,Credit card refinancing,594xx,MT,8.39,0.0,Sep-1984,815.0,819.0,0.0,,,15.0,0.0,12854.0,16.3,26.0,w,0.0,0.0,9723.3786867047,9723.38,9075.0,648.38,0.0,0.0,0.0,Nov-2017,3990.79,,Mar-2019,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,100468.0,0.0,0.0,0.0,0.0,89.0,0.0,,0.0,0.0,5323.0,16.0,78700.0,0.0,0.0,0.0,0.0,8372.0,39646.0,24.5,0.0,0.0,146.0,375.0,34.0,34.0,3.0,34.0,,,,0.0,4.0,4.0,5.0,11.0,4.0,13.0,19.0,4.0,15.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,186900.0,12854.0,52500.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547291,,24000.0,24000.0,24000.0, 60 months,12.88,544.61,C,C2,Speech Language Pathologist,2 years,MORTGAGE,75181.21,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547291,,debt_consolidation,Debt consolidation,242xx,VA,31.57,0.0,Feb-2000,720.0,724.0,1.0,,,13.0,0.0,17497.0,44.4,37.0,w,10620.82,10620.82,20772.46,20772.46,13379.18,7393.28,0.0,0.0,0.0,Mar-2019,544.61,Apr-2019,Mar-2019,639.0,635.0,0.0,,1.0,Individual,,,,0.0,0.0,276355.0,1.0,5.0,0.0,4.0,22.0,63173.0,59.0,1.0,1.0,11067.0,55.0,39400.0,0.0,4.0,1.0,5.0,23030.0,12303.0,58.7,0.0,0.0,157.0,190.0,1.0,1.0,4.0,1.0,,1.0,,0.0,4.0,4.0,5.0,10.0,15.0,7.0,18.0,4.0,13.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,354971.0,80670.0,29800.0,107671.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
